question_id,student_id,correct,time
1,28,1,12.315999999999999
1,27,1,11.062999999999999
1,30,1,11.683
1,25,0,12.989
1,29,1,17.465
1,24,0,16.121
1,23,0,60.0
1,32,0,12.737
1,1,0,31.081
1,33,1,16.646
1,19,1,8.764
1,35,0,12.946
1,18,1,14.686
1,10,1,18.39
1,8,1,8.86
1,11,0,10.629000000000001
1,6,1,5.939
1,5,1,9.365
1,14,1,12.735
1,4,0,11.372
1,34,0,17.972
1,9,1,15.269
1,3,1,10.128
1,16,0,30.516
1,21,0,60.0
1,17,1,21.724
1,26,1,17.458
1,31,1,10.770999999999999
1,7,0,7.34
1,2,1,10.457
2,28,1,25.636999999999997
2,27,1,18.271
2,30,1,20.554000000000002
2,25,1,31.753
2,29,1,33.646
2,24,1,36.643
2,23,1,20.243
2,32,0,10.427999999999999
2,1,1,29.383000000000003
2,33,1,19.054000000000002
2,19,1,10.527999999999999
2,35,1,18.551
2,18,0,37.721
2,10,0,51.406000000000006
2,8,1,17.83
2,11,1,23.706
2,6,1,8.752
2,5,1,37.049
2,14,1,18.055999999999997
2,4,0,42.58
2,34,1,22.369
2,9,1,10.800999999999998
2,3,0,9.066
2,16,1,20.15
2,21,1,23.846999999999998
2,17,1,8.001
2,26,1,8.551
2,31,1,22.435
2,7,1,22.153000000000002
2,2,1,8.307
3,28,1,20.855999999999998
3,27,1,14.495999999999999
3,30,1,16.586
3,25,1,18.04
3,29,1,23.668000000000003
3,24,1,22.474
3,23,1,15.379000000000001
3,32,0,16.445999999999998
3,1,1,13.663
3,33,0,21.285
3,19,1,7.295
3,35,1,19.509
3,18,1,28.180999999999997
3,10,1,28.494
3,8,1,8.158
3,11,1,12.440999999999999
3,6,1,13.672
3,5,0,25.070999999999998
3,14,1,13.866
3,4,1,13.325999999999999
3,34,1,22.603
3,9,1,19.825
3,3,1,15.939
3,16,1,22.239
3,21,0,29.412
3,17,1,13.259
3,26,1,13.276
3,31,1,19.33
3,7,1,16.06
3,2,1,17.335
4,28,1,30.836
4,27,1,46.691
4,30,1,44.318999999999996
4,25,1,50.957
4,29,1,32.646
4,24,0,32.374
4,23,1,27.136
4,32,1,27.165
4,1,1,54.156000000000006
4,33,0,44.211999999999996
4,19,1,23.291999999999998
4,35,0,46.742
4,18,0,41.207
4,10,0,39.205
4,8,1,31.092
4,11,0,42.938
4,6,0,30.865
4,5,1,44.928999999999995
4,14,1,34.273
4,4,0,60.0
4,34,1,32.868
4,9,1,21.339000000000002
4,3,0,16.753
4,16,1,39.656
4,21,0,57.86
4,17,1,22.462
4,26,1,24.703000000000003
4,31,1,43.96
4,7,1,35.946999999999996
4,2,1,17.959
5,28,1,24.369
5,27,1,5.984
5,30,1,4.291
5,25,0,13.404000000000002
5,29,0,27.824
5,24,1,22.836
5,23,0,12.644
5,32,0,16.037
5,1,1,24.426
5,33,1,13.675
5,19,1,2.459
5,35,1,14.009
5,18,0,15.026
5,10,0,7.7010000000000005
5,8,1,2.3930000000000002
5,11,0,19.617
5,6,0,2.946
5,5,1,20.408
5,14,1,25.568
5,4,0,10.352
5,34,1,22.587
5,9,0,28.903000000000002
5,3,0,4.0
5,16,0,28.436999999999998
5,21,1,23.119
5,17,1,2.305
5,26,0,12.28
5,31,1,4.406000000000001
5,7,1,3.032
5,2,1,23.926
6,28,1,17.327
6,27,1,54.619
6,30,1,45.39
6,25,0,23.090999999999998
6,29,1,20.333
6,24,1,21.206
6,23,1,31.787
6,32,1,15.264000000000001
6,1,1,32.468
6,33,0,44.881
6,19,1,10.084
6,35,1,13.847000000000001
6,18,0,42.76
6,10,1,37.025999999999996
6,8,1,7.087000000000001
6,11,0,40.139
6,6,1,32.814
6,5,0,16.337
6,14,1,37.579
6,4,0,10.704
6,34,1,20.607
6,9,1,36.69
6,3,0,46.386
6,16,0,47.788000000000004
6,21,0,56.458
6,17,0,15.210999999999999
6,26,0,29.959
6,31,0,52.205
6,7,1,41.933
6,2,1,31.436
7,28,1,9.806000000000001
7,27,1,23.136999999999997
7,30,0,17.63
7,25,0,31.2
7,29,1,35.693000000000005
7,24,1,7.376
7,23,1,18.984
7,32,1,18.726
7,1,1,29.78
7,33,1,34.772
7,19,1,20.673000000000002
7,35,1,33.57
7,18,1,23.08
7,10,1,19.486
7,8,1,16.893
7,11,0,31.781999999999996
7,6,1,11.901
7,5,1,28.191
7,14,1,28.546
7,4,1,25.226
7,34,1,13.045
7,9,1,21.089000000000002
7,3,1,12.501
7,16,1,28.455
7,21,1,41.498000000000005
7,17,1,8.631
7,26,0,12.902000000000001
7,31,1,11.845
7,7,0,16.314
7,2,1,11.887
8,28,0,21.523000000000003
8,27,1,22.204
8,30,1,37.858000000000004
8,25,1,23.226999999999997
8,29,0,36.955
8,24,0,33.1
8,23,0,19.469
8,32,0,44.771
8,1,0,37.466
8,33,1,32.073
8,19,1,13.38
8,35,0,30.035999999999998
8,18,0,32.873000000000005
