question_id,student_id,correct,time
1,27,1,9.488
1,28,1,4.795
1,25,1,3.873
1,24,1,10.770999999999999
1,23,1,4.418
1,22,1,5.688
1,32,1,3.935
1,1,1,3.929
1,35,0,30.0
1,19,1,4.2010000000000005
1,8,1,5.291
1,11,1,5.167999999999999
1,6,1,3.1889999999999996
1,5,1,22.486
1,34,1,4.154
1,16,0,21.653000000000002
1,2,1,1.896
1,17,1,2.398
1,26,1,3.3710000000000004
1,31,1,7.025
1,33,0,30.0
1,7,1,2.715
2,27,1,5.0089999999999995
2,28,1,12.658
2,25,1,8.024
2,24,1,7.4910000000000005
2,23,1,5.358
2,22,1,8.381
2,32,0,9.155
2,1,1,14.275
2,35,0,5.707999999999999
2,19,1,12.414000000000001
2,8,1,9.048
2,11,1,8.533
2,6,1,12.03
2,5,1,13.625
2,34,1,4.218
2,16,1,8.293
2,2,1,5.535
2,17,1,6.321000000000001
2,26,1,6.984
2,31,1,7.606
2,33,0,37.355
2,7,1,6.28
3,27,1,2.6489999999999996
3,28,1,2.5780000000000003
3,25,1,2.5069999999999997
3,24,1,4.628
3,23,1,2.898
3,22,0,30.0
3,32,1,2.615
3,1,1,4.651
3,35,1,25.083000000000002
3,19,1,3.5069999999999997
3,8,1,3.092
3,11,1,3.81
3,6,1,3.477
3,5,1,5.502999999999999
3,34,1,2.403
3,16,1,3.445
3,2,1,2.414
3,17,1,5.765
3,26,1,3.3310000000000004
3,31,1,2.5469999999999997
3,33,0,30.0
3,7,1,2.029
4,27,1,2.9530000000000003
4,28,1,2.036
4,25,1,1.801
4,24,1,3.002
4,23,1,2.727
4,22,0,30.0
4,32,1,2.909
4,1,1,3.355
4,35,0,1.848
4,19,0,2.3209999999999997
4,8,1,3.4560000000000004
4,11,1,2.6210000000000004
4,6,1,2.7969999999999997
4,5,1,9.673
4,34,0,1.258
4,16,1,15.182
4,2,1,1.9880000000000002
4,17,1,2.819
4,26,1,2.372
4,31,0,1.8159999999999998
4,33,0,30.0
4,7,1,1.982
5,27,1,2.895
5,28,1,2.377
5,25,1,2.8289999999999997
5,24,1,4.262
5,23,1,2.9419999999999997
5,22,1,4.22
5,32,0,5.162999999999999
5,1,1,5.045
5,35,0,30.0
5,19,1,2.557
5,8,1,2.484
5,11,1,2.716
5,6,1,2.577
5,5,1,11.794
5,34,1,1.4969999999999999
5,16,1,2.322
5,2,1,3.103
5,17,1,2.968
5,26,1,2.717
5,31,1,2.8339999999999996
5,33,1,4.378
5,7,1,1.8219999999999998
6,27,1,4.8069999999999995
6,28,1,10.107999999999999
6,25,1,4.421
6,24,1,12.374
6,23,1,5.662000000000001
6,22,1,19.371
6,32,0,12.409
6,1,1,6.943
6,19,1,9.585
6,35,1,3.886
6,8,1,6.76
6,11,1,5.376
6,6,1,13.845999999999998
6,5,1,13.311
6,34,0,8.791
6,16,1,21.53
6,2,1,6.797000000000001
6,17,1,5.325
6,26,1,5.232
6,31,0,5.556
6,33,1,6.789
6,7,1,12.262
7,27,1,11.579
7,28,1,4.789
7,25,1,7.148
7,24,1,26.515
7,23,0,6.148
7,22,1,1.4509999999999998
7,32,1,11.244000000000002
7,1,1,2.438
7,19,0,4.686
7,35,1,2.439
7,8,1,2.349
7,11,0,3.948
7,6,1,2.0780000000000003
7,5,1,15.75
7,34,1,1.89
7,16,0,25.373
7,2,1,1.643
7,17,1,5.582000000000001
7,26,1,3.735
7,31,1,6.074
7,33,0,18.910999999999998
7,7,1,4.68
8,27,1,5.692
8,28,1,5.321000000000001
8,25,1,6.122999999999999
8,24,1,9.249
8,23,1,9.273
8,22,1,5.602
8,32,1,5.029
8,1,1,9.011000000000001
8,19,0,6.04
8,35,1,6.581
8,8,1,5.603
8,11,1,10.009
8,6,1,13.708
8,5,1,8.144
8,34,1,2.7039999999999997
8,16,1,12.42
8,2,0,8.189
8,17,0,7.915
8,26,1,4.677
8,31,1,6.194
8,33,1,8.78
8,7,1,11.239
9,27,0,5.529
9,28,1,9.43
9,25,0,22.281
9,24,0,8.418
9,23,0,4.958
9,22,1,9.045
9,32,1,8.857999999999999
9,1,1,9.366
9,19,0,18.489
9,35,0,9.991
9,8,0,19.34
9,11,1,4.928
9,6,0,3.4019999999999997
9,5,0,4.521
9,34,0,3.873
9,16,1,13.5
9,2,0,9.389
9,17,0,17.265
9,26,0,1.371
9,31,0,8.981
9,33,0,7.294
9,7,0,3.0269999999999997
10,27,1,10.899000000000001
10,28,1,6.4670000000000005
10,25,1,7.49
10,24,0,6.108
10,23,1,13.85
10,22,0,8.29
10,32,0,6.013
10,1,1,6.525
10,19,1,6.577999999999999
10,35,1,3.1710000000000003
10,8,0,12.254000000000001
10,11,0,6.221
10,6,0,7.1610000000000005
10,5,1,13.554
10,34,1,30.703000000000003
10,16,0,13.18
10,2,0,6.343
10,17,0,7.483
10,26,0,3.628
10,31,1,14.538
10,33,1,6.303
10,7,1,6.437
