question_id,student_id,correct,time
1,28,0,31.454
1,27,1,40.879
1,30,1,17.584
1,25,0,38.563
1,29,0,42.78
1,23,0,44.104
1,22,1,16.644000000000002
1,32,1,41.166000000000004
1,1,0,57.88399999999999
1,33,0,32.654
1,19,0,52.56100000000001
1,35,1,22.638
1,8,0,38.342
1,5,0,53.225
1,14,0,39.554
1,34,0,60.0
1,9,1,20.035999999999998
1,3,0,24.197
1,16,1,46.04
1,17,0,26.189
1,26,1,27.95
1,31,1,27.516
1,7,1,36.393
1,2,1,4.958
2,28,0,14.899000000000001
2,27,0,17.148
2,30,0,18.063
2,25,1,17.019000000000002
2,29,0,50.925
2,23,0,14.280999999999999
2,22,1,18.983
2,32,0,10.929
2,1,0,10.632
2,33,1,23.22
2,19,0,35.168
2,35,1,37.198
2,8,0,6.974
2,5,0,19.247
2,14,1,15.481
2,34,0,24.228
2,9,1,13.523
2,3,1,22.099
2,16,0,25.441999999999997
2,17,0,20.12
2,26,1,12.165
2,31,1,12.499
2,7,0,5.966
2,2,1,7.377000000000001
3,28,1,26.659000000000002
3,27,1,10.325
3,30,1,25.351
3,25,1,10.082
3,29,0,45.07
3,23,1,27.168000000000003
3,22,1,3.08
3,32,0,3.2
3,1,0,57.93899999999999
3,33,0,35.989000000000004
3,19,0,14.555
3,35,1,27.588
3,8,1,14.169
3,5,1,47.897
3,14,1,15.632
3,34,0,28.631
3,9,1,22.908
3,3,1,25.534000000000002
3,16,0,13.552
3,17,1,26.348000000000003
3,26,1,5.678
3,31,1,5.016
3,7,1,12.126
3,2,1,2.237
4,28,0,36.961
4,27,1,47.503
4,30,0,48.655
4,25,0,47.691
4,29,1,21.278000000000002
4,23,0,38.088
4,22,1,59.847
4,32,1,39.741
4,1,1,22.873
4,33,0,42.297
4,19,1,58.775
4,35,1,53.228
4,8,1,44.18600000000001
4,5,0,36.133
4,14,1,45.605
4,34,1,19.289
4,9,1,54.078
4,3,0,36.723
4,16,0,50.378
4,17,0,33.397
4,26,1,41.113
4,31,1,50.99100000000001
4,7,0,14.067
4,2,1,43.381
5,28,1,17.88
5,27,0,60.0
5,30,1,12.241
5,25,1,25.666
5,29,1,16.29
5,23,1,8.146
5,22,1,14.436
5,32,0,9.689
5,1,1,10.45
5,33,1,13.915999999999999
5,19,1,6.651
5,35,1,16.529
5,8,1,8.056000000000001
5,5,1,15.152000000000001
5,14,1,20.090999999999998
5,34,0,60.0
5,9,0,21.959
5,3,1,6.3420000000000005
5,16,1,12.209000000000001
5,17,1,16.791
5,26,1,19.932000000000002
5,31,1,14.110999999999999
5,7,1,10.552
5,2,0,60.0
6,28,0,14.819
6,27,1,27.866
6,30,1,27.730999999999998
6,25,0,9.262
6,29,1,7.808
6,23,1,6.209
6,22,1,5.641
6,32,1,4.7860000000000005
6,1,1,9.648
6,33,1,16.054000000000002
6,19,1,2.9619999999999997
6,35,1,8.902000000000001
6,8,1,4.473
6,5,1,5.245
6,14,1,5.912000000000001
6,34,1,10.770999999999999
6,9,1,10.189
6,3,1,4.175
6,16,1,6.796
6,17,1,6.315
6,26,1,31.574
6,31,1,5.933
6,7,1,3.383
6,2,1,3.2680000000000002
7,28,1,37.27
7,27,1,20.609
7,30,1,19.586
7,25,1,18.367
7,29,1,29.278000000000002
7,23,1,26.296999999999997
7,22,1,51.099
7,32,0,17.160999999999998
7,1,0,35.727
7,33,1,38.6
7,19,1,4.343999999999999
7,35,1,34.074
7,8,1,24.587
7,5,1,53.033
7,14,0,27.24
7,34,1,21.246
7,9,1,47.131
7,3,1,17.368
7,16,1,44.757
7,17,1,32.321999999999996
7,26,0,31.326999999999998
7,31,1,50.68899999999999
7,7,1,17.91
7,2,1,32.946999999999996
8,28,1,39.953
8,27,0,21.568
8,30,1,30.23
8,25,0,39.711999999999996
8,29,1,41.91
8,23,0,12.323
8,22,1,27.491999999999997
8,32,0,21.381
8,1,1,29.245
8,33,0,37.725
8,19,1,8.381
8,35,1,18.998
8,8,1,13.765999999999998
8,5,0,28.386
8,14,0,35.909
8,34,0,19.608
8,9,1,42.037
8,3,1,15.637
8,16,1,36.629
8,17,1,17.757
8,26,0,18.730999999999998
8,31,1,23.894000000000002
8,7,1,23.063000000000002
8,2,1,20.295
9,28,1,24.464000000000002
9,27,0,25.165
9,30,0,14.967
9,25,1,38.051
9,29,0,17.149
9,23,0,14.231
9,22,0,33.494
9,32,0,20.864
9,1,1,35.024
9,33,0,12.409
9,19,0,25.69
9,35,0,24.456
9,8,1,29.263
9,5,0,17.409000000000002
9,14,1,40.111999999999995
9,34,0,29.319000000000003
9,9,0,30.517
9,3,0,13.432
9,16,0,21.839000000000002
9,17,0,19.553
9,26,1,20.513
9,31,0,26.47
9,7,1,11.909
9,2,0,21.71
10,28,0,28.245
10,27,1,40.257
10,30,1,27.245
10,25,1,26.705
10,29,1,44.093999999999994
10,23,0,52.245
10,22,1,29.148000000000003
10,32,1,13.222999999999999
10,1,0,42.506
10,33,1,28.868000000000002
10,19,0,30.574
10,35,0,28.805999999999997
10,8,0,36.751
10,5,0,51.427
10,14,1,43.867
10,34,1,18.7
10,9,1,45.151
10,3,0,20.875999999999998
10,16,0,53.159
10,17,1,15.05
10,26,1,18.016
10,31,1,19.64
10,7,1,50.989
10,2,1,23.903000000000002
