question_id,student_id,correct,time
1,28,1,17.007
1,27,0,32.677
1,30,1,12.818
1,25,1,4.986000000000001
1,24,0,22.601
1,23,1,11.252
1,22,1,10.788
1,32,1,13.789000000000001
1,1,1,3.752
1,33,1,4.414
1,19,1,10.499
1,35,1,5.235
1,18,0,60.0
1,10,1,18.147000000000002
1,8,0,7.1770000000000005
1,5,1,3.9810000000000003
1,14,1,11.102
1,34,1,8.523
1,9,1,21.17
1,16,1,11.642000000000001
1,21,0,60.0
1,26,1,9.773
1,31,0,8.29
1,7,1,16.565
1,2,1,14.163
2,28,1,9.312999999999999
2,27,0,6.019
2,30,1,9.269
2,25,1,10.109
2,24,1,13.084000000000001
2,23,1,8.632
2,22,1,8.522
2,32,1,12.387
2,1,1,12.067
2,33,1,9.491
2,19,1,7.103
2,35,1,16.371
2,18,0,60.0
2,10,1,11.864
2,8,1,20.304000000000002
2,5,1,5.965
2,14,0,20.688000000000002
2,34,0,10.661
2,9,1,16.326
2,16,1,14.842
2,21,0,29.83
2,26,1,5.742000000000001
2,31,1,8.154
2,7,1,6.777
2,2,1,8.904
3,28,1,7.855
3,27,1,19.271
3,30,1,9.56
3,25,1,12.479000000000001
3,24,1,13.005
3,23,1,9.458
3,22,1,13.329
3,32,1,20.217
3,1,1,23.041999999999998
3,33,1,9.103
3,19,1,17.635
3,35,1,20.543000000000003
3,18,1,17.15
3,10,1,28.435
3,8,1,15.247
3,5,1,8.465
3,14,1,26.643
3,34,1,19.063
3,9,1,20.568
3,16,1,15.459000000000001
3,21,1,25.616
3,26,1,12.198
3,31,1,11.665
3,7,0,16.211
3,2,1,9.271
4,28,1,9.543
4,27,1,8.469
4,30,1,6.874
4,25,0,34.996
4,24,0,0.765
4,23,1,10.690999999999999
4,22,1,9.035
4,32,1,13.394
4,1,1,10.547
4,33,0,7.267
4,19,1,36.393
4,35,1,13.296
4,18,1,19.042
4,10,0,9.189
4,8,1,29.851999999999997
4,5,1,6.63
4,14,1,24.296
4,34,1,6.751
4,9,1,21.815
4,16,1,23.284000000000002
4,21,1,19.671
4,26,0,20.615
4,31,1,9.575
4,7,1,5.632999999999999
4,2,1,13.025
5,28,1,19.381
5,27,1,6.973
5,30,1,7.632000000000001
5,25,0,28.668000000000003
5,24,0,11.968
5,23,1,5.069
5,22,0,12.695
5,32,1,26.27
5,1,1,8.698
5,33,0,6.977
5,19,1,6.797000000000001
5,35,1,4.921
5,18,1,6.396
5,10,1,20.979
5,8,1,8.604
5,5,1,10.763
5,14,1,4.045
5,34,1,1.95
5,9,1,18.146
5,16,0,15.645999999999999
5,21,1,10.247
5,26,1,6.377000000000001
5,31,1,7.72
5,7,1,1.5130000000000001
5,2,1,12.339
6,28,0,7.129
6,27,1,15.741
6,30,1,15.7
6,25,1,25.276
6,24,1,15.193
6,23,1,9.068999999999999
6,22,1,16.238
6,32,0,33.021
6,1,0,14.179
6,33,1,6.676
6,19,1,11.782
6,35,0,34.88
6,18,1,11.978
6,10,0,13.814
6,8,1,25.743000000000002
6,5,0,2.605
6,14,1,31.329
6,34,1,26.171999999999997
6,9,1,25.639
6,16,0,28.461
6,21,1,24.833000000000002
6,26,0,12.167
6,31,1,8.05
6,7,1,25.945999999999998
6,2,1,6.474
7,28,1,15.16
7,27,1,6.848
7,30,1,8.999
7,25,1,30.401
7,24,1,16.502
7,23,1,8.459
7,22,1,7.268
7,32,1,13.555
7,1,1,7.136
7,33,1,5.428
7,19,1,10.46
7,35,1,10.662
7,18,1,16.593
7,10,1,19.97
7,8,1,5.495
7,5,1,11.107999999999999
7,14,1,23.066
7,34,1,12.482999999999999
7,9,1,21.76
7,16,0,30.193
7,21,1,25.419
7,26,1,8.417
7,31,1,12.56
7,7,1,10.285
7,2,1,5.649
8,28,0,3.4360000000000004
8,27,1,5.829
8,30,0,5.36
8,25,0,5.329
8,24,0,12.98
8,23,1,12.912
8,22,0,3.9419999999999997
8,32,0,14.421
8,1,1,11.552
8,33,0,2.64
8,19,0,3.8819999999999997
8,35,1,15.265
8,18,0,13.952
8,10,0,23.096999999999998
8,8,1,14.507
8,5,1,10.399000000000001
8,14,0,26.899
8,34,1,11.636
8,9,1,30.206
8,16,0,11.052
8,21,0,17.61
8,26,1,5.523
8,31,1,6.7589999999999995
8,7,0,3.173
8,2,1,5.038
9,28,1,28.673000000000002
9,27,1,14.88
9,30,1,18.972
9,25,1,24.846
9,24,1,22.195
9,23,1,17.434
9,22,1,14.139000000000001
9,32,0,35.288000000000004
9,1,1,14.09
9,33,1,15.93
9,19,1,24.162
9,35,1,18.23
9,18,1,42.949
9,10,0,18.87
9,8,1,14.991
9,5,0,25.725
9,14,1,23.645
9,34,1,18.654
9,9,1,30.381
9,16,1,23.456
9,21,1,49.305
9,26,1,11.838
9,31,1,15.817
9,7,1,14.886
9,2,1,11.193
10,28,0,29.315
10,27,0,7.455
10,30,1,26.614
10,25,1,17.227
10,24,0,16.355
10,23,0,12.535
10,22,1,22.0
10,32,1,15.811
10,1,0,12.265999999999998
10,33,0,3.451
10,19,0,17.16
10,35,0,13.947000000000001
10,18,1,26.221999999999998
10,10,0,12.776
10,8,0,16.323
10,5,1,34.275
10,14,0,32.341
10,34,1,10.296
10,9,1,37.385
10,16,1,34.393
10,21,1,29.857
10,26,1,23.096
10,31,1,16.084
10,7,1,5.647
10,2,1,6.402
